,Threshold,F1,Jaccard
0,0.5,0.9399061205842297,0.8711750440345224
1,0.55,0.9321273437351272,0.8711750440345224
2,0.6000000000000001,0.9277043011098606,0.8711750440345224
3,0.6500000000000001,0.9243955577014857,0.8711750440345224
4,0.7000000000000002,0.9154341087791208,0.8711750440345224
5,0.7500000000000002,0.9082200984576752,0.8711750440345224
6,0.8000000000000003,0.8986015431049903,0.8711750440345224
7,0.8500000000000003,0.8730294976756324,0.8711750440345224
8,0.9000000000000004,0.8099523685445899,0.8711750440345224
9,0.9500000000000004,0.26489176520769886,0.8711750440345224
