x	y	class	name	color
213.40974391005622	49.83322923173017		no label	0
579.1016062756818	85.35375420246544		no label	0
524.9435028248588	206.44735490498203		no label	0
480.8268852459016	223.56524590163934		no label	0
437.84792780748666	314.966243315508		no label	0
228.88012295081967	313.1793032786885		no label	0
199.3864864864865	341.46216216216214		no label	0
625.475816203144	395.7243047158404		no label	0
192.1851851851852	556.9629629629629		no label	0
1084.1221028829848	692.4358394573205		no label	0
268.58740766795637	715.9317622230038		no label	0
861.4407106991116	735.4410969486288		no label	0
224.79024390243902	728.9349593495934		no label	0
153.0066307501036	764.1641110650643		no label	0
745.6745419479267	763.5390549662488		no label	0
75.51127819548873	792.6892230576441		no label	0
284.12109744560075	881.5813623462631		no label	0
804.9888059701492	867.7432835820896		no label	0
177.08	876.96		no label	0
90.0227952167414	896.778774289985		no label	0
918.6802675585284	939.948160535117		no label	0
275.02194586686176	990.0376737381126		no label	0
230.6888888888889	1037.2444444444445		no label	0
