x	y	class	name	color
300.7458233890215	38.2291169451074		no label	0
1057.7172972972974	101.28540540540541		no label	0
740.5458515283843	147.06259097525472		no label	0
1056.7588846364133	205.1979223619464		no label	0
733.5390728476821	293.74900662251656		no label	0
323.02755620014506	326.8147208121827		no label	0
765.2574018126888	335.9045317220544		no label	0
700.3461538461538	350.09134615384613		no label	0
833.8410666666666	371.07626666666664		no label	0
733.9345047923323	360.74281150159743		no label	0
145.29166666666666	362.9583333333333		no label	0
285.04764453961457	393.0230192719486		no label	0
1093.7632352941177	439.04117647058825		no label	0
628.846012832264	476.82538955087074		no label	0
124.1073717948718	526.8165064102564		no label	0
1050.08547008547	571.0410256410256		no label	0
427.0823084200568	580.8476821192053		no label	0
144.43939393939394	572.1088154269972		no label	0
1032.125925925926	665.9703703703703		no label	0
388.30100640439156	689.6239707227813		no label	0
1090.9242262540022	756.2454642475988		no label	0
478.36721991701245	776.3174273858921		no label	0
291.45296864576386	1001.4182788525684		no label	0
201.0060975609756	1053.4324186991869		no label	0
278.52161172161175	1087.7289377289378		no label	0
