x	y	class	name	color
300.90997566909977	38.17761557177616		no label	0
1057.711507293355	101.27390599675851		no label	0
740.6405563689605	147.0073206442167		no label	0
1056.819184123484	205.16758544652703		no label	0
733.5689307330196	293.7666442501681		no label	0
322.51754724257614	325.7855765522561		no label	0
765.5464615384616	335.91015384615383		no label	0
700.0246598639455	349.625850340136		no label	0
833.8912809472552	371.0839612486545		no label	0
733.6839967506093	360.2363931762794		no label	0
145.29166666666666	362.9583333333333		no label	0
285.64845070422535	393.31549295774647		no label	0
1093.7245949926362	439.11487481590575		no label	0
629.1150442477876	476.9795062878435		no label	0
1050.2325315005728	571.0750286368843		no label	0
148.1251646903821	570.5296442687747		no label	0
427.8285144566301	581.3020937188435		no label	0
1032.131868131868	665.9487179487179		no label	0
388.6694995278565	689.5675165250236		no label	0
1090.9849946409431	756.2132904608789		no label	0
478.61075268817206	775.9440860215054		no label	0
291.6856349757113	1001.5482303955587		no label	0
200.90533472803347	1053.512029288703		no label	0
278.5321239606954	1088.0672713529857		no label	0
